LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
534443,Erie,Amherst,HOPKINS RD,DODGE RD,N FRENCH RD,,2-WAY,2002,7500,,,"(43.0296942351573, -78.737924695015)"
530197,Erie,CHEEKTOWAGA/LANCASTER,TRANSIT RD,RT 354 CLINTON ST,LOSSON RD,BETWEEN,2-WAY,2006,27300,,,"(42.8737606266298, -78.6969378590584)"
546020,Niagara,Wheatfield,SCHULTZ RD,US 62 NIAGARA FALLS BLVD,MOYER RD,,2-WAY,2008,2650,,,"(43.0723852796309, -78.8509744405746)"
N9102N,Erie,Buffalo,Niagara Thruway,Austin St (Exit 13),Vulcan St (Exit 14),BETWEEN,NB,2015,39590,,,"(42.94827, -78.90888)"
530207,Erie,Buffalo,AMHERST ST,E TONAWANDA ST,RT 265 MILITARY RD,BETWEEN,2-WAY,2014,9721,,,"(42.936632, -78.894603)"
534513,Erie,Hamburg,LAKE AVE,RT 5 LAKESHORE RD,BLASDELL VILL LN,BETWEEN,2-WAY,1983,6300,,,"(42.79777027609, -78.8432013988495)"
540055,Niagara,Wheatfield,NIA FALLS BLVD,N TONAWANDA CITY LN,NASH RD,,2-WAY,2008,19400,,,"(43.0730867160817, -78.8580930233002)"
530166,Erie,Cheektowaga,KENSINGTON EXPWY,RT 277 UNION RD,CAYUGA/DICK RD,BETWEEN,2-WAY,1980,42900,,,"(42.930128, -78.747554)"
536295,Erie,Sardinia,SAVAGE RD,CATTARAUGUS CO LINE,NY 39,,2-WAY,2007,1800,,,"(42.534805, -78.50828)"
544149,Niagara,Niagara Falls,NIAGARA ST,PORTAGE RD,19TH ST,,2-WAY,2006,3500,,,"(43.0886142275312, -79.040335714817)"
544163,Niagara,North Tonawanda,OLIVER ST,SCHENCK ST,ROBINSON ST,,2-WAY,2017,4861,4726,134,"(43.031168660231, -78.8759994506836)"
530348,Erie,Cheektowaga,NYS THRUWAY,WALDEN AV (M52),KENSINGTON EXPWY (M51),,2-WAY,2005,124900,,,"(42.922052, -78.766308)"
540285,Niagara,North Tonawanda,NIA FALLS BLVD,RT 425 SHAWNEE/ERIE RDS,N TONAWANDA CITY LN,,2-WAY,1992,18200,,,"(43.0620783325218, -78.8420426845551)"
534731,Erie,Lackawanna,RIDGE RD,ABBOTT RD,LACKAWANA CITY LN,,2-WAY,2018,22741,20887,1853,"(42.8281049808334, -78.801693)"
530101,Erie,Buffalo,BAILEY AVE,WILLIAM ST,RT 130 BROADWAY,BETWEEN,2-WAY,2007,17100,,,"(42.89086940419, -78.8141369819641)"
534537,Erie,Buffalo,LINWOOD AVE,W FERRY ST,W DELAVAN AV,,1-WAY,2001,3500,,,"(42.9188857078227, -78.8657212257385)"
534492,Erie,"TONAWANDA, BUFFALO",KENMORE AVE,PARKER BLVD,ENGLEWOOD AV,,2-WAY,1980,14400,,,"(42.958397, -78.836885)"
540910,Niagara,Porter,ROBT MOSES PKWY,RT 93 YOUNGSTOWN-LOCKPORT RD,FORT NIAGARA ST PARK,,2-WAY,2005,2100,,,"(43.2585417875387, -79.0321576595306)"
537104,Erie,Hamburg,PLEASANT AVE,HAMBURG VILL LN,NY 75 LAKE ST,BETWEEN,2-WAY,2015,6237,5995,241,"(42.720683, -78.841901)"
530932,Erie,Cheektowaga,WALDEN AVE,RT 240 HARLEM RD,I-90 NYS THRUWAY,,2-WAY,1998,28800,,,"(42.908066, -78.77429)"
530182,Erie,Cheektowaga,HARLEM RD,RT 33 KENSINGTON EXPWY,CLEVELAND DR,BETWEEN,2-WAY,2002,15900,,,"(42.939915, -78.784096)"
534272,Erie,Tonawanda,EGGERT RD,PARKER BLVD,BRIGHTON RD,,2-WAY,1998,7500,,,"(42.9901990176605, -78.8389420509338)"
534466,Erie,Elma,JAMISON RD,RT 400 EXPWY,BOWEN RD,,2-WAY,1982,3700,,,"(42.80519, -78.63902)"
530390,Erie,Amherst,MILLERSPORT HWY,EGGERT RD,RT 324 SHERIDAN DR,BETWEEN,2-WAY,2004,21800,,,"(42.9757327922916, -78.8023982942104)"
534933,Erie,Buffalo,BINGHAM ST,ERIE ST,CHURCH ST,BETWEEN,2-WAY,2007,4400,,,"(42.882182, -78.881476)"
530337,Erie,Buffalo,MAIN ST,NF BLVD,KENMORE AV,BETWEEN,2-WAY,1994,18000,,,"(42.954335, -78.822403)"
540026,Niagara,Wheatfield,NIA FALLS BLVD,WILLIAMS RD,NIAGARA FALLS E CITY LN,,2-WAY,2009,18500,,,"(43.0987306559034, -78.944328725338)"
531205,Erie,Amherst,N FOREST RD,CATHERINE ST,MAPLE RD,,2-WAY,1986,13200,,,"(42.9859070882495, -78.763240724802)"
530526,Erie,Wales,BIG TREE RD,END OLAP RT 78 BIG TREE RD,WYOMING CO LN,BETWEEN,2-WAY,1982,3200,,,"(42.7662295396006, -78.5178333520889)"
540910,Niagara,Porter,ROBT MOSES PKWY,RT 93 YOUNGSTOWN-LOCKPORT RD,FORT NIAGARA ST PARK,,2-WAY,1986,1200,,,"(43.2585417875387, -79.0321576595306)"
534044,Erie,Buffalo,AUSTIN ST,TONAWANDA ST,RT 265 MILITARY RD,BETWEEN,2-WAY,2015,2030,2000,29,"(42.9403470878201, -78.8959980010986)"
534285,Erie,Tonawanda,ELLICOTT CRK RD,PARKER BLVD,RT 62 NF BLVD,,2-WAY,2009,8499,8217,281,"(43.0168307270535, -78.8322257995605)"
535315,Erie,Buffalo,Columbus Ave,S Park Ave,McKinley Pkwy,,2-WAY,2014,402,,,"(42.847708, -78.81963)"
534726,Erie,Buffalo,RICHMOND AVE,NORTH ST,W FERRY ST,,2-WAY,2015,9400,9134,265,"(42.9101324718061, -78.882018327713)"
536237,Erie,Hamburg,LAKE AVE,MCKINLEY PKWY,ABBOTT RD,,2-WAY,2010,9750,,,"(42.7968098418017, -78.8018310070038)"
549146,Niagara,Niagara Falls,65TH ST,NY 384 BUFFALO AVE,STEPHENSON AVE,,2-WAY,2008,475,,,"(43.0766290434373, -78.9892020821571)"
546037,Niagara,Porter,BALMER RD,DICKERSONVILLE RD,RANSOMVILLE RD,,2-WAY,2011,500,,,"(43.231433, -78.933434)"
534430,Erie,Buffalo,HERTEL AVE,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,2-WAY,2006,11900,,,"(42.947735, -78.873481)"
535197,Erie,Tonawanda,Shelley Ct,Sheridan Parkside Dr,Sheridan Parkside Dr,,2-WAY,2014,208,,,"(42.983891, -78.893321)"
547030,Niagara,Royalton,GASPORT RD,RT 31 ROCHESTER RD,ERIE CANAL,BETWEEN,2-WAY,2006,2900,,,"(43.1970147660247, -78.5757127404213)"
530933,Erie,Cheektowaga,WALDEN AVE,I-90 NYS THRUWAY,RT 277 UNION RD,,2-WAY,1997,37600,,,"(42.908286, -78.759913)"
531122,Erie,Buffalo,CHIPPEWA ST (WEST),PEARL ST,MAIN ST,,2-WAY,2015,4679,4549,129,"(42.8902012583753, -78.8736149668694)"
545133,Niagara,North Tonawanda,17th Ave,Oliver St,Northeast Ave,BETWEEN,2-WAY,2015,1213,,,"(43.048462, -78.884794)"
530154,Erie,Collins,BUFFALO ST,ERIE CO LN,RT 438 FOUR MILE LEVEL RD,BETWEEN,2-WAY,1997,10200,,,"(42.466030797424, -78.9344072341919)"
530300,Erie,Hamburg,CAMP RD,RT 20 SOUTHWESTERN BLVD,JCT NY950J CAMP RD,BETWEEN,2-WAY,2005,22900,,,"(42.763335, -78.863468)"
540323,Niagara,Lockport,GRAND ST,N TRANSIT RD,GOODING ST,,2-WAY,2002,3600,,,"(43.1743178262521, -78.6944594979286)"
536162,Erie,Amherst,HOPKINS RD,SCHOELLES RD,TONAWANDA CREEK RD,,2-WAY,2006,450,,,"(43.0522725962224, -78.7396850489349)"
536276,Erie,Aurora,DARLING RD,LEWIS RD,Wales Tn Ln,,2-WAY,2013,314,,,"(42.702511, -78.582561)"
534541,Erie,Cheektowaga,LOSSON RD,BORDEN RD,RT 78 TRANSIT RD,BETWEEN,2-WAY,2000,12550,,,"(42.8801939263309, -78.7034797668457)"
540399,Niagara,Niagara,MILITARY RD,3RD ST,PACKARD RD,,2-WAY,1975,16400,,,"(43.1060353820134, -78.9835345745087)"
534604,Erie,Orchard Park,MILESTRIP RD,RT 20 SOUTHWESTERN BLVD,RT 240/277 N BUFFALO RD,,2-WAY,1981,1300,,,"(42.7890628432129, -78.7556540966034)"
546087,Niagara,PENDLETON/WHEATFIELD,PENDLETON/WHEATFIELD TOWN LINE RD,CRESENT DR,BEACH RIDGE RD,,2-WAY,2008,2100,,,"(43.0738204727157, -78.8229064643383)"
546132,Niagara,Royalton,GASPORT RD,RT 77 CHESTNUT RIDGE RD,RT 31 ROCHESTER RD,,2-WAY,2013,4078,3839,238,"(43.1829698846476, -78.5749536752701)"
534224,Erie,Cheektowaga,DICK RD,GEORGE URBAN BLVD,DEPEW VILL LN,,2-WAY,1976,20500,,,"(42.9200249514054, -78.7385201454163)"
530033,Erie,Amherst,N FOREST RD,N UNION RD,RT 324 SHERIDAN DR,BETWEEN,2-WAY,2009,13525,,,"(42.973183558361, -78.7622013688087)"
530079,Erie,East Aurora,BUFFALO ST(16/78),END 20A/78 OLP E AURORA,BOWEN RD,BETWEEN,2-WAY,2008,9800,,,"(42.77266, -78.634778)"
534105,Erie,Tonawanda,BRIGHTON RD,EGGERT RD,PARKER BLVD,,2-WAY,2011,11521,11116,404,"(42.9910524627585, -78.8383921980858)"
544250,Niagara,Lockport,W JACKSON ST,NIAGARA ST,LOCKPORT CITY LN,,2-WAY,2013,337,309,27,"(43.1808976879799, -78.7258265912533)"
530013,Erie,Collins,GOWANDA RD,END OLAP RT 39,RT 249 BRANT RD,BETWEEN,2-WAY,2011,4100,,,"(42.5693315337134, -78.9359602332115)"
531102,Erie,"TONAWANDA, BUFFALO",KENMORE AVE,RT 265 MILITARY RD,ELMWOOD AV,,2-WAY,2011,6950,,,"(42.9585955515706, -78.8844564557076)"
544172,Niagara,Niagara Falls,PACKARD RD,RT 62 (SB) FERRY AV,RT 62 NF BLVD,,2-WAY,1987,12400,,,"(43.0919, -79.01421)"
541104,Niagara,Lockport,MAIN ST,W MAIN ST,ELM ST,,2-WAY,2002,9800,,,"(43.1706041162723, -78.689306974411)"
531119,Erie,Buffalo,S ELMWOOD AVE,W TUPPER ST,EDWARD ST,,2-WAY,2015,9652,9285,366,"(42.895644, -78.876799)"
530348,Erie,Cheektowaga,NYS THRUWAY,WALDEN AV (M52),KENSINGTON EXPWY (M51),,2-WAY,2006,133400,,,"(42.922052, -78.766308)"
544137,Niagara,Pendleton,N TONA CREEK RD,BEAR RIDGE RD,RT 270 CAMPBELL BLVD,,2-WAY,2006,1900,,,"(43.0679198018236, -78.7803840637207)"
546131,Niagara,Niagara,LOCKPORT RD,MILLER RD,HASELEY DR,,2-WAY,1996,5100,,,"(43.1220224440992, -78.9720091223717)"
532250,Erie,Collins,DUPONT RD,SCRABBLE HILL RD,BECKER RD,,2-WAY,2005,56,,,"(42.495812, -78.795293)"
536266,Erie,East Aurora,MILL RD,BEECH RD,RT 20A QUAKER RD,,2-WAY,2002,4000,,,"(42.760876, -78.630547)"
534557,Erie,Amherst,MAPLE RD,HOPKINS RD,RT 78 TRANSIT RD,,2-WAY,2016,22960,21882,1077,"(42.9906826380044, -78.716005012393)"
533256,Erie,Cheektowaga,NY 130 Broadway / NY 277 Union Rd,,,,RAMP,2013,2606,2355,250,"(42.9025411367834, -78.7544766068459)"
533120,Erie,Grand Island,NY 957B South Parkway / NY 324 Grand Island Blvd,,,,RAMP,2009,1225,,,"(43.0047295105341, -78.9463457465172)"
534748,Erie,Buffalo,S OGDEN ST,RT 354 CLINTON ST,GRISWOLD ST,,2-WAY,1981,8100,,,"(42.8729920452153, -78.8020133972169)"
534172,Erie,Buffalo,COLVIN AVE,AMHERST ST,HERTEL AV,BETWEEN,2-WAY,1994,16300,,,"(42.9427582762545, -78.8563656806946)"
534561,Erie,Elma,MAPLE ST,RT 400 EXPWY,JAMISON RD,,2-WAY,2009,2720,2548,171,"(42.802192, -78.621388)"
530102,Erie,Cheektowaga,UNION RD,GENESEE ST,RT 33 KENSINGTON EXPWY,BETWEEN,2-WAY,1992,27400,,,"(42.928745, -78.75412)"
534758,Erie,Sardinia,S PROTECTION RD,RT 16 OLEAN RD,DUTCHTOWN RD,,2-WAY,1991,500,,,"(42.5982793139456, -78.4949541091919)"
536436,Erie,Lancaster,RANSOM RD,RT 20 BROADWAY,WALDEN AV,BETWEEN,2-WAY,1982,1400,,,"(42.9072249280661, -78.5929942131042)"
530385,Erie,Cheektowaga,HARLEM RD,CLEVELAND DR,WEHRLE DR,BETWEEN,2-WAY,2004,14574,,,"(42.947533, -78.784075)"
534243,Erie,Grand Island,E RIVER RD,BUSH RD,BROADWAY,,2-WAY,1996,1400,,,"(42.9839655661991, -78.9509081840515)"
534091,Erie,Boston,BOSTON-COLDEN RD,BOSTON STATE RD,COLE RD,,2-WAY,2014,1246,1055,190,"(42.6247072523217, -78.7216973304749)"
546057,Niagara,Wheatfield,HILL RD,RT 425 SHAWNEE RD,TOWNLINE RD,,2-WAY,2001,1500,,,"(43.0789878690914, -78.8283513486385)"
534764,Erie,West Seneca,SENECA CREEK RD,BORDEN RD,RT 78 TRANSIT RD,,2-WAY,1983,2000,,,"(42.8527194671496, -78.7029594182968)"
544267,Niagara,Wilson,WILSON-BURT RD,WILSON VILLAGE LN,WILSON TOWN LN,,2-WAY,1982,1100,,,"(43.3095248470862, -78.7948921322823)"
531123,Erie,Buffalo,HURON ST (WEST),NIAGARA ST,RABIN TERRACE,,1-WAY,2002,3500,,,"(42.8898711130657, -78.8803231716156)"
536418,Erie,West Seneca,RIDGE RD,RT 240 ORCHARD PARK RD,SENECA ST,,2-WAY,1993,22800,,,"(42.8297139314955, -78.7749204039574)"
536174,Erie,Grand Island,BASE LINE RD,BEDELL RD,LONG RD,,2-WAY,2006,6200,,,"(43.0480043962765, -78.9664435386658)"
530469,Erie,Tonawanda,DELAWARE AVE,DELAWARE RD,RT 324 SHERIDAN DR,BETWEEN,2-WAY,2009,20675,,,"(42.9704585675267, -78.8709622621536)"
530042,Erie,Sardinia,OLEAN RD,ERIE CO LN,END OLAP RT 39,BETWEEN,2-WAY,1999,12600,,,"(42.5365876469617, -78.4784692525864)"
534561,Erie,Elma,MAPLE ST,RT 400 EXPWY,JAMISON RD,,2-WAY,2000,2500,,,"(42.802192, -78.621388)"
534319,Erie,Buffalo,FERRY ST (WEST),RT 266 NIAGARA ST,GRANT ST,,2-WAY,2012,5564,4677,886,"(42.9151221258485, -78.8968241214752)"
530390,Erie,Amherst,MILLERSPORT HWY,EGGERT RD,RT 324 SHERIDAN DR,BETWEEN,2-WAY,1990,24700,,,"(42.9757327922916, -78.8023982942104)"
537100,Erie,Buffalo,HAMBURG ST,SOUTH ST,O'CONNELL AV,,2-WAY,2012,2395,,,"(42.8663004614496, -78.8597774505615)"
534807,Erie,Grand Island,STONY POINT RD,WHITEHAVEN RD,E RIVER PKWY,BETWEEN,2-WAY,2001,5300,,,"(43.0455189262097, -78.9453506469727)"
534091,Erie,Boston,BOSTON-COLDEN RD,BOSTON STATE RD,COLE RD,,2-WAY,2007,950,,,"(42.6247072523217, -78.7216973304749)"
530096,Erie,Newstead,Maple Rd,ERIE CO LINE,Hunts Corners Rd,BETWEEN,2-WAY,2010,3150,,,"(43.055147, -78.512388)"
530203,Erie,East Aurora,MAIN STREET,START RT 16/78 OLAPS,END RT 16 OLAP E AURORA,BETWEEN,2-WAY,1980,13900,,,"(42.76804, -78.619342)"
530220,Erie,Cheektowaga,UNION RD,WALDEN AV,GALLERIA DR,BETWEEN,2-WAY,2014,22270,,,"(42.912488, -78.754222)"
530047,Erie,Amherst,HARLEM RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,BETWEEN,2-WAY,1978,10600,,,"(42.9714629129113, -78.7839098274708)"
530274,Erie,Boston,HERMAN HILL RD,RT 391 BOSTON STATE RD,ABBOTT RD,BETWEEN,2-WAY,1980,1750,,,"(42.688236, -78.773346)"
540913,Niagara,Niagara Falls,HIGHLAND AVE,MARYLAND AV,RT 61 HYDE PARK BLD,,2-WAY,2001,1500,,,"(43.1256598229766, -79.04122620821)"
534487,Erie,Buffalo,KEATING ST (JAMES COPPOLA ST),I-190 SB OFF RAMP,SENECA ST,,1-WAY,2016,844,707,136,"(42.8666150057242, -78.8266173005104)"
530062,Erie,Colden,STATE RD,HOLLAND-GLENWOOD RD,BEHM RD,BETWEEN,2-WAY,2002,2800,,,"(42.6799006593808, -78.6846466362476)"
530430,Erie,Grand Island,GRAND IS BLVD,WHITEHAVEN RD,I-190 START OLAP INT 18A,BETWEEN,2-WAY,2001,10700,,,"(43.0141694484664, -78.9556422829628)"
534656,Erie,Elma,NORTHRUP RD,RT 187 TRANSIT RD,KINSLEY RD,,2-WAY,2004,1400,,,"(42.8093415500899, -78.6913347244263)"
544146,Niagara,Wheatfield,NIAGARA RD,RT 62 NF BLVD,SCHULTZ ST,,2-WAY,2003,4400,,,"(43.1008986642253, -78.9211785793304)"
534025,Erie,Buffalo,AMHERST ST,COLVIN AV,PARKSIDE AV,BETWEEN,2-WAY,2012,13956,13650,305,"(42.941317, -78.853886)"
534417,Erie,Clarence,HARRIS HILL RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,,2-WAY,1990,9400,,,"(42.969593, -78.677143)"
530289,Erie,Buffalo,NIAGARA ST,AMHERST ST,AUSTIN ST,BETWEEN,2-WAY,1981,7350,,,"(42.935878, -78.90295)"
534093,Erie,Aurora,BOWEN RD,RT 16 SENECA ST,AURORA/ELMA TN LN,,2-WAY,2003,3000,,,"(42.7771010567518, -78.6323158981476)"
540103,Niagara,Lockport,LOCKPORT BYPASS,LOCKPORT W CITY LN,HINMAN/OHIO STS (ERIE CANAL),,2-WAY,2006,10400,,,"(43.1574258125978, -78.7147557735443)"
536345,Erie,Amherst,E ROBINSON RD,US 62 NF BLVD,NORTH FRENCH RD,,2-WAY,2004,19000,,,"(43.0361171365052, -78.8165187835693)"
534226,Erie,Buffalo,DINGENS ST,RT 62 BAILEY AV,S OGDEN ST,,2-WAY,2006,8200,,,"(42.8778038755666, -78.8072061538696)"
536304,Erie,Boston,TREVETT RD,BROWN HILL RD,Boston State Rd,,2-WAY,2006,725,,,"(42.617675, -78.730702)"
536121,Erie,Buffalo,MICHIGAN AVE,SCOTT ST,CARROLL ST,,2-WAY,2017,12551,11961,589,"(42.877232, -78.870386)"
534175,Erie,Tonawanda,COLVIN BLVD,KENMORE VILL LN,HIGHLAND PKWY,,2-WAY,1980,16700,,,"(42.9702014681723, -78.8584041595459)"
534722,Erie,Buffalo,RED JACKET PKWY,MCKINLEY PKWY,ABBOTT RD,,2-WAY,1993,6200,,,"(42.845394, -78.811988)"
536393,Erie,Buffalo,I-190 @ Elm St,,,,RAMP,2009,7708,,,"(42.876838, -78.87294)"
534314,Erie,Buffalo,FERRY ST (EAST),JEFFERSON AV,WOHLERS AV,BETWEEN,2-WAY,1977,12000,,,"(42.914749, -78.851846)"
536185,Erie,Clarence,COUNTY RD,RT 78 TRANSIT RD,STAHLEY RD,,2-WAY,2003,8200,,,"(43.03331749292, -78.6927080154419)"
530171,Erie,Clarence,TRANSIT RD,RT 324 SHERIDAN DR,MAPLE RD,BETWEEN,2-WAY,2002,37200,,,"(42.984087, -78.696914)"
544256,Niagara,Lockport,WASHBURN ST,LOCUST ST,HIGH ST,,2-WAY,2003,5800,,,"(43.161628, -78.685793)"
530082,Erie,Clarence,TRANSIT RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,2-WAY,1987,26300,,,"(42.960851, -78.696871)"
530193,Erie,Orchard Park,BIG TREE RD,ABBOTT RD,CALIFORNIA RD,BETWEEN,2-WAY,2006,13000,,,"(42.7663161795286, -78.7847372889519)"
534396,Erie,Clarence,GOODRICH RD,CLARENCE CENTER RD,COUNTY RD,,2-WAY,2007,4000,,,"(43.021396, -78.636987)"
540090,Niagara,"PORTER, WILSON",LAKE RD,RANSOMVILLE RD,RT 425 WILSON,,2-WAY,1978,1800,,,"(43.3052855355604, -78.8696372509003)"
534922,Erie,Boston,ZIMMERMAN RD,FEDDICK RD,RICE RD,,2-WAY,2008,1200,,,"(42.6259703327333, -78.769451379776)"
534044,Erie,Buffalo,AUSTIN ST,TONAWANDA ST,RT 265 MILITARY RD,BETWEEN,2-WAY,1997,2100,,,"(42.9403470878201, -78.8959980010986)"
544148,Niagara,Niagara Falls,NIAGARA ST,J B DALY BLVD,PORTAGE RD,,2-WAY,2006,4300,,,"(43.0888904193993, -79.0478003025055)"
534341,Erie,Amherst,FLINT RD,MAPLE RD,AUDUBON PKWY,,2-WAY,1997,8100,,,"(42.9922315708566, -78.7922367453575)"
540281,Niagara,Somerset,LAKE RD,RT 148 QUAKER RD,RT 269 COUNTY LINE RD,,2-WAY,1989,1400,,,"(43.3467388475065, -78.514603972435)"
544189,Niagara,Lockport,PLANK RD,JACKSON ST,LOCKPORT N CITY LN,,2-WAY,2002,1900,,,"(43.187153180153, -78.7054967880249)"
534845,Erie,Buffalo,UTICA ST (EAST),MICHIGAN AV,JEFFERSON AV,BETWEEN,2-WAY,1999,3900,,,"(42.911165796, -78.857618272)"
534131,Erie,Cheektowaga,CAYUGA CREEK RD,RT 240 HARLEM RD,WILLIAM ST,,2-WAY,2013,3329,2900,428,"(42.8790421535558, -78.7642693519592)"
536189,Erie,Amherst,Dann Rd,Smith Rd,Transit Rd,,2-WAY,2015,1033,963,69,"(43.057928, -78.701102)"
530185,Erie,Tonawanda,MAIN ST,TONAWANDA CITY LN,FLETCHER ST,BETWEEN,2-WAY,2015,10418,9880,537,"(43.0135634374424, -78.8794326782227)"
534097,Erie,Elma,BOWEN RD,BULLIS RD,CHAIRFACTORY RD,BETWEEN,2-WAY,2006,7500,,,"(42.843434, -78.63909)"
531210,Erie,Collins,BAGDAD RD,US 62,WEST BECKER RD,BETWEEN,2-WAY,2015,2686,,,"(42.477331, -78.926644)"
534753,Erie,Buffalo,SOUTH PARK AVE,RT 62 BAILEY AV/ABBOTT RD,HOPKINS ST,,2-WAY,2011,7450,,,"(42.857597, -78.830699)"
530269,Erie,Amherst/Tonawanda,NIAGARA FALLS BLVD,ELLICOTT CREEK RD,E ROBINSON RD,BETWEEN,2-WAY,1985,25600,,,"(43.0297246259252, -78.8221822679043)"
540090,Niagara,"PORTER, WILSON",LAKE RD,RANSOMVILLE RD,RT 425 WILSON,,2-WAY,1990,1600,,,"(43.3052855355604, -78.8696372509003)"
546067,Niagara,Somerset,LOWER LAKE RD,JOHNSON CREEK RD,CARMEN RD,BETWEEN,2-WAY,2006,200,,,"(43.364969, -78.498087)"
534096,Erie,Elma,BOWEN RD,RICE RD,BULLIS RD,BETWEEN,2-WAY,2015,6868,6645,222,"(42.82516, -78.636751)"
530139,Erie,Buffalo,ELLICOTT ST,TUPPER ST,MAIN ST (TUPPER ST TO GOODELL ST)  {13200},,2-WAY,2009,5525,,,"(42.894551, -78.869116)"
530563,Erie,Hamburg,LAKESHORE RD,RT 75 ST FRANCIS DR,RT 179 MILESTRIP RD,BETWEEN,2-WAY,2003,45300,,,"(42.7818188372827, -78.8509798049927)"
536250,Erie,Orchard Park,CALIFORNIA RD,RT 20A BIG TREE RD,RT 20 SOUTHWESTERN BLVD,,2-WAY,2004,2300,,,"(42.7734399298797, -78.7777018547058)"
530118,Erie,Buffalo,Rt 5,TIFFT ST,OHIO ST,BETWEEN,2-WAY,2001,32900,,,"(42.8456313908834, -78.8602387905121)"
537048,Erie,Hamburg,ROGERS RD,RT 5 LAKE SHORE RD,RT 20 SOUTHWESTERN BLVD,,2-WAY,2019,6935,6794,140,"(42.742021, -78.875964)"
534095,Erie,Elma,BOWEN RD,JAMISON RD,RICE RD,,2-WAY,2003,5100,,,"(42.8139913837929, -78.6366687876969)"
530009,Erie,Buffalo,KENSINGTON EXPWY,SUFFOLK ST,EGGERT RD,BETWEEN,2-WAY,1976,73200,,,"(42.933176, -78.80461)"
530185,Erie,Tonawanda,MAIN ST,TONAWANDA CITY LN,FLETCHER ST,BETWEEN,2-WAY,1976,11400,,,"(43.0135634374424, -78.8794326782227)"
534668,Erie,Evans,OLD LAKE SHORE,SWEETLAND RD,PRESCOTT DR,,2-WAY,2014,1423,1291,131,"(42.7032861342474, -78.9928083121777)"
530601,Erie,HAMBURG/ORCHARD PARK,S WESTERN BLVD,RT 20A BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,2-WAY,1980,12100,,,"(42.7830039201578, -78.7669944763184)"
540024,Niagara,Niagara Falls,MAIN ST,RT 62 (SB) FERRY AV,RT 62 (NB) WALNUT AV,,2-WAY,1992,7400,,,"(43.0911665063788, -79.0602859854698)"
534402,Erie,Clarence,GREINER RD,HARRIS HILL RD,SHIMERVILLE RD,,2-WAY,2014,8488,8350,137,"(42.9892356895311, -78.6697053909302)"
540143,Niagara,Niagara Falls,RAINBOW BLVD,NIAGARA ST,RT 104 MAIN ST,,2-WAY,2004,8800,,,"(43.088526, -79.063196)"
533402,Erie,Amherst,I-990 @ JJ Audubon Pkwy,,,,RAMP,2015,2913,,,"(43.0257746803301, -78.7841391563416)"
533206,Erie,Lackawanna,NY 5 - Ridge Rd,,,,RAMP,2011,3428,3059,368,"(42.8288208745906, -78.8514572381973)"
546100,Niagara,Somerset,WEST SOMERSET RD,HOSMER RD,Hartland Rd,,2-WAY,2010,525,,,"(43.3269122988046, -78.5867312550545)"
534546,Erie,Grand Island,LOVE RD,SOUTH STATE PKWY,E RIVER RD,,2-WAY,2004,1300,,,"(42.9962778388556, -78.946046680212)"
536204,Erie,Lancaster,TOWNLINE RD,ALDEN/MARILLA TN LN,US 20,,2-WAY,2004,3400,,,"(42.8797575917342, -78.5778135806322)"
536145,Erie,Amherst,YOUNGS RD,KLEIN RD,CASEY RD,,2-WAY,2011,6500,,,"(43.0133633936556, -78.72514128685)"
534707,Erie,Lancaster,PLEASANT VW DR,STONY RD,PAVEMENT RD,,2-WAY,1996,1050,,,"(42.9309291965008, -78.6352443695068)"
534673,Erie,Buffalo,OLYMPIC AVE,E DELEVAN AV,RT 33 KENSINGTON EXPWY,,2-WAY,2003,2200,,,"(42.9275, -78.81842)"
530310,Erie,Amherst,MAIN ST,UNION RD,EVANS ST,BETWEEN,2-WAY,2001,24400,,,"(42.962862, -78.744802)"
534825,Erie,Buffalo,SYCAMORE ST,MICHIGAN AV,JEFFERSON AV,BETWEEN,2-WAY,1996,3100,,,"(42.89192, -78.85745)"
535394,Erie,Amherst,Saratoga Rd,Lebrun Rd,Saratoga Rd,BETWEEN,2-WAY,2015,345,,,"(42.952955, -78.797694)"
540353,Niagara,Hartland,RIDGE RD,RT 271 STONE RD,RT 269 ORLEANS COUNTY LINE RD,,2-WAY,2011,2941,,,"(43.2528533108053, -78.4692960977554)"
534437,Erie,Tonawanda,HIGHLAND PKWY,DELAWARE RD,COLVIN BLVD,,2-WAY,1981,9500,,,"(42.974401277205, -78.862556219101)"
534115,Erie,Buffalo,BRYANT ST,ELMWOOD AV,RT 384 DELAWARE AV,,2-WAY,1993,4700,,,"(42.9088908888255, -78.8738751411438)"
530572,Erie,Amherst,YOUNGMANN EXPWY,RT 324 SHERIDAN DR,RT 5 MAIN ST,BETWEEN,2-WAY,2007,112700,,,"(42.9697000232096, -78.7716447561979)"
540323,Niagara,Lockport,GRAND ST,N TRANSIT RD,GOODING ST,,2-WAY,1982,6100,,,"(43.1743178262521, -78.6944594979286)"
