,5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
3466,01/02/2016 0:50,8,1,100
3467,01/02/2016 0:55,5,1,100
3468,01/02/2016 1:00,2,1,100
3469,01/02/2016 1:05,2,1,100
3470,01/02/2016 1:10,6,1,100
3471,01/02/2016 1:15,7,1,100
3472,01/02/2016 1:20,10,1,100
3473,01/02/2016 1:25,7,1,100
3474,01/02/2016 1:30,8,1,100
3475,01/02/2016 1:35,3,1,100
3476,01/02/2016 1:40,4,1,100
3477,01/02/2016 1:45,6,1,100
3478,01/02/2016 1:50,5,1,100
3479,01/02/2016 1:55,5,1,100
3480,01/02/2016 2:00,5,1,100
3481,01/02/2016 2:05,2,1,100
3482,01/02/2016 2:10,3,1,100
3483,01/02/2016 2:15,6,1,100
3484,01/02/2016 2:20,9,1,100
3485,01/02/2016 2:25,2,1,100
3486,01/02/2016 2:30,1,1,100
3487,01/02/2016 2:35,3,1,100
3488,01/02/2016 2:40,3,1,100
3489,01/02/2016 2:45,6,1,100
3490,01/02/2016 2:50,6,1,100
3491,01/02/2016 2:55,5,1,100
3492,01/02/2016 3:00,6,1,100
3493,01/02/2016 3:05,4,1,100
3494,01/02/2016 3:10,4,1,100
3495,01/02/2016 3:15,8,1,100
3496,01/02/2016 3:20,7,1,100
3497,01/02/2016 3:25,7,1,100
3498,01/02/2016 3:30,7,1,100
3499,01/02/2016 3:35,8,1,100
3500,01/02/2016 3:40,3,1,100
3501,01/02/2016 3:45,8,1,100
3502,01/02/2016 3:50,5,1,100
3503,01/02/2016 3:55,14,1,100
3504,01/02/2016 4:00,20,1,100
3505,01/02/2016 4:05,13,1,100
3506,01/02/2016 4:10,19,1,100
3507,01/02/2016 4:15,11,1,100
3508,01/02/2016 4:20,16,1,100
3509,01/02/2016 4:25,19,1,100
3510,01/02/2016 4:30,22,1,100
3511,01/02/2016 4:35,26,1,100
3512,01/02/2016 4:40,45,1,100
3513,01/02/2016 4:45,48,1,100
3514,01/02/2016 4:50,51,1,100
3515,01/02/2016 4:55,52,1,100
3516,01/02/2016 5:00,56,1,100
3517,01/02/2016 5:05,72,1,100
3518,01/02/2016 5:10,78,1,100
3519,01/02/2016 5:15,55,1,100
3520,01/02/2016 5:20,65,1,100
3521,01/02/2016 5:25,72,1,100
3522,01/02/2016 5:30,78,1,100
3523,01/02/2016 5:35,108,1,100
3524,01/02/2016 5:40,105,1,100
3525,01/02/2016 5:45,103,1,100
3526,01/02/2016 5:50,106,1,100
3527,01/02/2016 5:55,91,1,100
3528,01/02/2016 6:00,90,1,100
3529,01/02/2016 6:05,112,1,100
3530,01/02/2016 6:10,141,1,100
3531,01/02/2016 6:15,138,1,100
3532,01/02/2016 6:20,126,1,100
3533,01/02/2016 6:25,146,1,100
3534,01/02/2016 6:30,151,1,100
3535,01/02/2016 6:35,156,1,100
3536,01/02/2016 6:40,176,1,100
3537,01/02/2016 6:45,174,1,100
3538,01/02/2016 6:50,173,1,100
3539,01/02/2016 6:55,167,1,100
3540,01/02/2016 7:00,142,1,100
3541,01/02/2016 7:05,104,1,100
3542,01/02/2016 7:10,133,1,100
3543,01/02/2016 7:15,118,1,100
3544,01/02/2016 7:20,85,1,100
3545,01/02/2016 7:25,82,1,100
3546,01/02/2016 7:30,85,1,100
3547,01/02/2016 7:35,82,1,100
3548,01/02/2016 7:40,66,1,100
3549,01/02/2016 7:45,80,1,100
3550,01/02/2016 7:50,79,1,100
3551,01/02/2016 7:55,70,1,100
3552,01/02/2016 8:00,63,1,100
3553,01/02/2016 8:05,76,1,100
3554,01/02/2016 8:10,55,1,100
3555,01/02/2016 8:15,70,1,100
3556,01/02/2016 8:20,69,1,100
3557,01/02/2016 8:25,70,1,100
3558,01/02/2016 8:30,73,1,100
3559,01/02/2016 8:35,67,1,100
3560,01/02/2016 8:40,66,1,100
3561,01/02/2016 8:45,77,1,100
3562,01/02/2016 8:50,77,1,100
3563,01/02/2016 8:55,62,1,100
3564,01/02/2016 9:00,70,1,100
3565,01/02/2016 9:05,73,1,100
3566,01/02/2016 9:10,89,1,100
3567,01/02/2016 9:15,85,1,100
3568,01/02/2016 9:20,95,1,100
3569,01/02/2016 9:25,104,1,100
3570,01/02/2016 9:30,101,1,100
3571,01/02/2016 9:35,105,1,100
3572,01/02/2016 9:40,95,1,100
3573,01/02/2016 9:45,96,1,100
3574,01/02/2016 9:50,111,1,100
3575,01/02/2016 9:55,98,1,100
3576,01/02/2016 10:00,119,1,100
3577,01/02/2016 10:05,114,1,100
3578,01/02/2016 10:10,97,1,100
3579,01/02/2016 10:15,114,1,100
3580,01/02/2016 10:20,104,1,100
3581,01/02/2016 10:25,96,1,100
3582,01/02/2016 10:30,129,1,100
3583,01/02/2016 10:35,98,1,100
3584,01/02/2016 10:40,102,1,100
3585,01/02/2016 10:45,100,1,100
3586,01/02/2016 10:50,95,1,100
3587,01/02/2016 10:55,106,1,100
3588,01/02/2016 11:00,86,1,100
3589,01/02/2016 11:05,107,1,100
3590,01/02/2016 11:10,107,1,100
3591,01/02/2016 11:15,96,1,100
3592,01/02/2016 11:20,90,1,100
3593,01/02/2016 11:25,100,1,100
3594,01/02/2016 11:30,72,1,100
3595,01/02/2016 11:35,84,1,100
3596,01/02/2016 11:40,90,1,100
3597,01/02/2016 11:45,86,1,100
3598,01/02/2016 11:50,92,1,100
3599,01/02/2016 11:55,74,1,100
3600,01/02/2016 12:00,34,1,100
3601,01/02/2016 12:05,102,1,100
3602,01/02/2016 12:10,89,1,100
3603,01/02/2016 12:15,114,1,100
3604,01/02/2016 12:20,119,1,100
3605,01/02/2016 12:25,106,1,100
3606,01/02/2016 12:30,85,1,100
3607,01/02/2016 12:35,89,1,100
3608,01/02/2016 12:40,98,1,100
3609,01/02/2016 12:45,105,1,100
3610,01/02/2016 12:50,105,1,100
3611,01/02/2016 12:55,96,1,100
3612,01/02/2016 13:00,78,1,100
3613,01/02/2016 13:05,74,1,100
3614,01/02/2016 13:10,77,1,100
3615,01/02/2016 13:15,75,1,100
3616,01/02/2016 13:20,84,1,100
3617,01/02/2016 13:25,90,1,100
3618,01/02/2016 13:30,94,1,100
3619,01/02/2016 13:35,104,1,100
3620,01/02/2016 13:40,105,1,100
3621,01/02/2016 13:45,98,1,100
3622,01/02/2016 13:50,99,1,100
3623,01/02/2016 13:55,80,1,100
3624,01/02/2016 14:00,75,1,100
3625,01/02/2016 14:05,98,1,100
3626,01/02/2016 14:10,79,1,100
3627,01/02/2016 14:15,105,1,100
3628,01/02/2016 14:20,88,1,100
3629,01/02/2016 14:25,86,1,100
3630,01/02/2016 14:30,89,1,100
3631,01/02/2016 14:35,60,1,100
3632,01/02/2016 14:40,107,1,100
3633,01/02/2016 14:45,100,1,100
3634,01/02/2016 14:50,97,1,100
3635,01/02/2016 14:55,97,1,100
3636,01/02/2016 15:00,101,1,100
3637,01/02/2016 15:05,91,1,100
3638,01/02/2016 15:10,93,1,100
3639,01/02/2016 15:15,92,1,100
3640,01/02/2016 15:20,97,1,100
3641,01/02/2016 15:25,95,1,100
3642,01/02/2016 15:30,96,1,100
3643,01/02/2016 15:35,104,1,100
3644,01/02/2016 15:40,97,1,100
3645,01/02/2016 15:45,97,1,100
3646,01/02/2016 15:50,106,1,100
3647,01/02/2016 15:55,97,1,100
3648,01/02/2016 16:00,80,1,100
3649,01/02/2016 16:05,92,1,100
3650,01/02/2016 16:10,94,1,100
3651,01/02/2016 16:15,116,1,100
3652,01/02/2016 16:20,107,1,100
3653,01/02/2016 16:25,84,1,100
3654,01/02/2016 16:30,78,1,100
3655,01/02/2016 16:35,87,1,100
3656,01/02/2016 16:40,80,1,100
3657,01/02/2016 16:45,90,1,100
3658,01/02/2016 16:50,100,1,100
3659,01/02/2016 16:55,80,1,100
3660,01/02/2016 17:00,97,1,100
3661,01/02/2016 17:05,103,1,100
3662,01/02/2016 17:10,96,1,100
3663,01/02/2016 17:15,105,1,100
3664,01/02/2016 17:20,103,1,100
3665,01/02/2016 17:25,104,1,100
3666,01/02/2016 17:30,95,1,100
3667,01/02/2016 17:35,90,1,100
3668,01/02/2016 17:40,91,1,100
3669,01/02/2016 17:45,72,1,100
3670,01/02/2016 17:50,83,1,100
3671,01/02/2016 17:55,79,1,100
3672,01/02/2016 18:00,80,1,100
3673,01/02/2016 18:05,80,1,100
3674,01/02/2016 18:10,70,1,100
3675,01/02/2016 18:15,83,1,100
3676,01/02/2016 18:20,82,1,100
3677,01/02/2016 18:25,72,1,100
3678,01/02/2016 18:30,74,1,100
3679,01/02/2016 18:35,70,1,100
3680,01/02/2016 18:40,77,1,100
3681,01/02/2016 18:45,72,1,100
3682,01/02/2016 18:50,68,1,100
3683,01/02/2016 18:55,66,1,100
3684,01/02/2016 19:00,84,1,100
3685,01/02/2016 19:05,63,1,100
3686,01/02/2016 19:10,65,1,100
3687,01/02/2016 19:15,79,1,100
3688,01/02/2016 19:20,65,1,100
3689,01/02/2016 19:25,64,1,100
3690,01/02/2016 19:30,64,1,100
3691,01/02/2016 19:35,56,1,100
3692,01/02/2016 19:40,62,1,100
3693,01/02/2016 19:45,58,1,100
3694,01/02/2016 19:50,50,1,100
3695,01/02/2016 19:55,44,1,100
3696,01/02/2016 20:00,46,1,100
3697,01/02/2016 20:05,46,1,100
3698,01/02/2016 20:10,47,1,100
3699,01/02/2016 20:15,44,1,100
3700,01/02/2016 20:20,42,1,100
3701,01/02/2016 20:25,53,1,100
3702,01/02/2016 20:30,38,1,100
3703,01/02/2016 20:35,39,1,100
3704,01/02/2016 20:40,43,1,100
3705,01/02/2016 20:45,29,1,100
3706,01/02/2016 20:50,43,1,100
3707,01/02/2016 20:55,50,1,100
3708,01/02/2016 21:00,43,1,100
3709,01/02/2016 21:05,42,1,100
3710,01/02/2016 21:10,46,1,100
3711,01/02/2016 21:15,51,1,100
3712,01/02/2016 21:20,40,1,100
3713,01/02/2016 21:25,33,1,100
3714,01/02/2016 21:30,35,1,100
3715,01/02/2016 21:35,37,1,100
3716,01/02/2016 21:40,32,1,100
3717,01/02/2016 21:45,35,1,100
3718,01/02/2016 21:50,29,1,100
3719,01/02/2016 21:55,26,1,100
3720,01/02/2016 22:00,26,1,100
3721,01/02/2016 22:05,32,1,100
3722,01/02/2016 22:10,31,1,100
3723,01/02/2016 22:15,21,1,100
3724,01/02/2016 22:20,25,1,100
3725,01/02/2016 22:25,24,1,100
3726,01/02/2016 22:30,16,1,100
3727,01/02/2016 22:35,20,1,100
3728,01/02/2016 22:40,22,1,100
3729,01/02/2016 22:45,20,1,100
3730,01/02/2016 22:50,16,1,100
3731,01/02/2016 22:55,14,1,100
3732,01/02/2016 23:00,18,1,100
3733,01/02/2016 23:05,16,1,100
3734,01/02/2016 23:10,16,1,100
3735,01/02/2016 23:15,14,1,100
3736,01/02/2016 23:20,11,1,100
3737,01/02/2016 23:25,16,1,100
3738,01/02/2016 23:30,12,1,100
3739,01/02/2016 23:35,12,1,100
3740,01/02/2016 23:40,10,1,100
3741,01/02/2016 23:45,14,1,100
3742,01/02/2016 23:50,14,1,100
3743,01/02/2016 23:55,10,1,100
3744,02/02/2016 0:00,7,1,100
3745,02/02/2016 0:05,13,1,100
3746,02/02/2016 0:10,9,1,100
3747,02/02/2016 0:15,6,1,100
3748,02/02/2016 0:20,3,1,100
3749,02/02/2016 0:25,7,1,100
3750,02/02/2016 0:30,6,1,100
3751,02/02/2016 0:35,5,1,100
3752,02/02/2016 0:40,2,1,100
3753,02/02/2016 0:45,7,1,100
3754,02/02/2016 0:50,7,1,100
3755,02/02/2016 0:55,6,1,100
3756,02/02/2016 1:00,6,1,100
3757,02/02/2016 1:05,10,1,100
3758,02/02/2016 1:10,5,1,100
3759,02/02/2016 1:15,7,1,100
3760,02/02/2016 1:20,5,1,100
3761,02/02/2016 1:25,5,1,100
3762,02/02/2016 1:30,9,1,100
3763,02/02/2016 1:35,4,1,100
3764,02/02/2016 1:40,2,1,100
3765,02/02/2016 1:45,1,1,100
3766,02/02/2016 1:50,2,1,100
3767,02/02/2016 1:55,5,1,100
3768,02/02/2016 2:00,3,1,100
3769,02/02/2016 2:05,5,1,100
3770,02/02/2016 2:10,1,1,100
3771,02/02/2016 2:15,5,1,100
3772,02/02/2016 2:20,4,1,100
3773,02/02/2016 2:25,3,1,100
3774,02/02/2016 2:30,3,1,100
3775,02/02/2016 2:35,5,1,100
3776,02/02/2016 2:40,3,1,100
3777,02/02/2016 2:45,1,1,100
3778,02/02/2016 2:50,3,1,100
3779,02/02/2016 2:55,7,1,100
3780,02/02/2016 3:00,2,1,100
3781,02/02/2016 3:05,4,1,100
3782,02/02/2016 3:10,7,1,100
3783,02/02/2016 3:15,6,1,100
3784,02/02/2016 3:20,7,1,100
3785,02/02/2016 3:25,8,1,100
3786,02/02/2016 3:30,2,1,100
3787,02/02/2016 3:35,6,1,100
3788,02/02/2016 3:40,8,1,100
3789,02/02/2016 3:45,8,1,100
3790,02/02/2016 3:50,7,1,100
3791,02/02/2016 3:55,6,1,100
3792,02/02/2016 4:00,7,1,100
3793,02/02/2016 4:05,14,1,100
3794,02/02/2016 4:10,9,1,100
3795,02/02/2016 4:15,17,1,100
3796,02/02/2016 4:20,17,1,100
3797,02/02/2016 4:25,12,1,100
3798,02/02/2016 4:30,26,1,100
3799,02/02/2016 4:35,27,1,100
3800,02/02/2016 4:40,34,1,100
3801,02/02/2016 4:45,39,1,100
3802,02/02/2016 4:50,46,1,100
3803,02/02/2016 4:55,46,1,100
3804,02/02/2016 5:00,52,1,100
3805,02/02/2016 5:05,53,1,100
3806,02/02/2016 5:10,61,1,100
3807,02/02/2016 5:15,67,1,100
3808,02/02/2016 5:20,67,1,100
3809,02/02/2016 5:25,63,1,100
3810,02/02/2016 5:30,84,1,100
3811,02/02/2016 5:35,79,1,100
3812,02/02/2016 5:40,109,1,100
3813,02/02/2016 5:45,100,1,100
3814,02/02/2016 5:50,96,1,100
3815,02/02/2016 5:55,97,1,100
3816,02/02/2016 6:00,117,1,100
3817,02/02/2016 6:05,94,1,100
3818,02/02/2016 6:10,109,1,100
3819,02/02/2016 6:15,130,1,100
3820,02/02/2016 6:20,128,1,100
3821,02/02/2016 6:25,150,1,100
3822,02/02/2016 6:30,160,1,100
3823,02/02/2016 6:35,172,1,100
3824,02/02/2016 6:40,180,1,100
3825,02/02/2016 6:45,174,1,100
3826,02/02/2016 6:50,148,1,100
3827,02/02/2016 6:55,147,1,100
3828,02/02/2016 7:00,149,1,100
3829,02/02/2016 7:05,153,1,100
3830,02/02/2016 7:10,144,1,100
3831,02/02/2016 7:15,107,1,100
3832,02/02/2016 7:20,94,1,100
3833,02/02/2016 7:25,81,1,100
3834,02/02/2016 7:30,83,1,100
3835,02/02/2016 7:35,85,1,100
3836,02/02/2016 7:40,69,1,100
3837,02/02/2016 7:45,71,1,100
3838,02/02/2016 7:50,75,1,100
3839,02/02/2016 7:55,73,1,100
3840,02/02/2016 8:00,70,1,100
3841,02/02/2016 8:05,59,1,100
3842,02/02/2016 8:10,71,1,100
3843,02/02/2016 8:15,65,1,100
3844,02/02/2016 8:20,66,1,100
3845,02/02/2016 8:25,70,1,100
3846,02/02/2016 8:30,69,1,100
3847,02/02/2016 8:35,77,1,100
3848,02/02/2016 8:40,75,1,100
3849,02/02/2016 8:45,67,1,100
3850,02/02/2016 8:50,82,1,100
3851,02/02/2016 8:55,70,1,100
3852,02/02/2016 9:00,88,1,100
3853,02/02/2016 9:05,89,1,100
3854,02/02/2016 9:10,80,1,100
3855,02/02/2016 9:15,106,1,100
3856,02/02/2016 9:20,103,1,100
3857,02/02/2016 9:25,106,1,100
3858,02/02/2016 9:30,120,1,100
3859,02/02/2016 9:35,102,1,100
3860,02/02/2016 9:40,111,1,100
3861,02/02/2016 9:45,106,1,100
3862,02/02/2016 9:50,91,1,100
3863,02/02/2016 9:55,112,1,100
3864,02/02/2016 10:00,112,1,100
3865,02/02/2016 10:05,95,1,100
3866,02/02/2016 10:10,108,1,100
3867,02/02/2016 10:15,92,1,100
3868,02/02/2016 10:20,113,1,100
3869,02/02/2016 10:25,92,1,100
3870,02/02/2016 10:30,103,1,100
3871,02/02/2016 10:35,107,1,100
3872,02/02/2016 10:40,111,1,100
3873,02/02/2016 10:45,94,1,100
3874,02/02/2016 10:50,110,1,100
3875,02/02/2016 10:55,78,1,100
3876,02/02/2016 11:00,101,1,100
3877,02/02/2016 11:05,86,1,100
3878,02/02/2016 11:10,98,1,100
3879,02/02/2016 11:15,93,1,100
3880,02/02/2016 11:20,104,1,100
3881,02/02/2016 11:25,100,1,100
3882,02/02/2016 11:30,124,1,100
3883,02/02/2016 11:35,104,1,100
3884,02/02/2016 11:40,106,1,100
3885,02/02/2016 11:45,105,1,100
3886,02/02/2016 11:50,79,1,100
3887,02/02/2016 11:55,87,1,100
3888,02/02/2016 12:00,87,1,100
3889,02/02/2016 12:05,93,1,100
3890,02/02/2016 12:10,93,1,100
3891,02/02/2016 12:15,95,1,100
3892,02/02/2016 12:20,110,1,100
3893,02/02/2016 12:25,71,1,100
3894,02/02/2016 12:30,87,1,100
3895,02/02/2016 12:35,102,1,100
3896,02/02/2016 12:40,79,1,100
3897,02/02/2016 12:45,87,1,100
3898,02/02/2016 12:50,97,1,100
3899,02/02/2016 12:55,98,1,100
3900,02/02/2016 13:00,85,1,100
3901,02/02/2016 13:05,86,1,100
3902,02/02/2016 13:10,81,1,100
3903,02/02/2016 13:15,72,1,100
3904,02/02/2016 13:20,97,1,100
3905,02/02/2016 13:25,81,1,100
3906,02/02/2016 13:30,90,1,100
3907,02/02/2016 13:35,80,1,100
3908,02/02/2016 13:40,88,1,100
3909,02/02/2016 13:45,92,1,100
3910,02/02/2016 13:50,91,1,100
3911,02/02/2016 13:55,89,1,100
3912,02/02/2016 14:00,101,1,100
3913,02/02/2016 14:05,92,1,100
3914,02/02/2016 14:10,103,1,100
3915,02/02/2016 14:15,123,1,100
3916,02/02/2016 14:20,98,1,100
3917,02/02/2016 14:25,94,1,100
3918,02/02/2016 14:30,82,1,100
3919,02/02/2016 14:35,105,1,100
3920,02/02/2016 14:40,110,1,100
3921,02/02/2016 14:45,94,1,100
3922,02/02/2016 14:50,117,1,100
3923,02/02/2016 14:55,98,1,100
3924,02/02/2016 15:00,115,1,100
3925,02/02/2016 15:05,91,1,100
3926,02/02/2016 15:10,96,1,100
3927,02/02/2016 15:15,97,1,100
3928,02/02/2016 15:20,105,1,100
3929,02/02/2016 15:25,96,1,100
3930,02/02/2016 15:30,93,1,100
3931,02/02/2016 15:35,101,1,100
3932,02/02/2016 15:40,113,1,100
3933,02/02/2016 15:45,99,1,100
3934,02/02/2016 15:50,85,1,100
3935,02/02/2016 15:55,100,1,100
3936,02/02/2016 16:00,102,1,100
3937,02/02/2016 16:05,96,1,100
3938,02/02/2016 16:10,91,1,100
3939,02/02/2016 16:15,91,1,100
3940,02/02/2016 16:20,99,1,100
3941,02/02/2016 16:25,78,1,100
3942,02/02/2016 16:30,91,1,100
3943,02/02/2016 16:35,82,1,100
3944,02/02/2016 16:40,79,1,100
3945,02/02/2016 16:45,98,1,100
3946,02/02/2016 16:50,108,1,100
3947,02/02/2016 16:55,88,1,100
3948,02/02/2016 17:00,76,1,100
3949,02/02/2016 17:05,94,1,100
3950,02/02/2016 17:10,103,1,100
3951,02/02/2016 17:15,106,1,100
3952,02/02/2016 17:20,105,1,100
3953,02/02/2016 17:25,97,1,100
3954,02/02/2016 17:30,84,1,100
3955,02/02/2016 17:35,82,1,100
3956,02/02/2016 17:40,90,1,100
3957,02/02/2016 17:45,91,1,100
3958,02/02/2016 17:50,84,1,100
3959,02/02/2016 17:55,88,1,100
3960,02/02/2016 18:00,73,1,100
3961,02/02/2016 18:05,83,1,100
3962,02/02/2016 18:10,71,1,100
3963,02/02/2016 18:15,88,1,100
3964,02/02/2016 18:20,88,1,100
3965,02/02/2016 18:25,63,1,100
3966,02/02/2016 18:30,72,1,100
3967,02/02/2016 18:35,82,1,100
3968,02/02/2016 18:40,74,1,100
3969,02/02/2016 18:45,77,1,100
3970,02/02/2016 18:50,78,1,100
3971,02/02/2016 18:55,79,1,100
3972,02/02/2016 19:00,54,1,100
3973,02/02/2016 19:05,68,1,100
3974,02/02/2016 19:10,67,1,100
3975,02/02/2016 19:15,74,1,100
3976,02/02/2016 19:20,67,1,100
3977,02/02/2016 19:25,76,1,100
3978,02/02/2016 19:30,61,1,100
3979,02/02/2016 19:35,64,1,100
3980,02/02/2016 19:40,54,1,100
3981,02/02/2016 19:45,67,1,100
3982,02/02/2016 19:50,62,1,100
3983,02/02/2016 19:55,52,1,100
3984,02/02/2016 20:00,60,1,100
3985,02/02/2016 20:05,48,1,100
3986,02/02/2016 20:10,57,1,100
3987,02/02/2016 20:15,62,1,100
3988,02/02/2016 20:20,48,1,100
3989,02/02/2016 20:25,52,1,100
3990,02/02/2016 20:30,50,1,100
3991,02/02/2016 20:35,49,1,100
3992,02/02/2016 20:40,40,1,100
3993,02/02/2016 20:45,51,1,100
3994,02/02/2016 20:50,43,1,100
3995,02/02/2016 20:55,42,1,100
3996,02/02/2016 21:00,44,1,100
3997,02/02/2016 21:05,41,1,100
3998,02/02/2016 21:10,45,1,100
3999,02/02/2016 21:15,57,1,100
4000,02/02/2016 21:20,45,1,100
4001,02/02/2016 21:25,33,1,100
4002,02/02/2016 21:30,30,1,100
4003,02/02/2016 21:35,29,1,100
4004,02/02/2016 21:40,34,1,100
4005,02/02/2016 21:45,33,1,100
4006,02/02/2016 21:50,25,1,100
4007,02/02/2016 21:55,42,1,100
4008,02/02/2016 22:00,27,1,100
4009,02/02/2016 22:05,26,1,100
4010,02/02/2016 22:10,31,1,100
4011,02/02/2016 22:15,38,1,100
4012,02/02/2016 22:20,33,1,100
4013,02/02/2016 22:25,21,1,100
4014,02/02/2016 22:30,23,1,100
4015,02/02/2016 22:35,32,1,100
4016,02/02/2016 22:40,33,1,100
4017,02/02/2016 22:45,19,1,100
4018,02/02/2016 22:50,15,1,100
4019,02/02/2016 22:55,14,1,100
4020,02/02/2016 23:00,15,1,100
4021,02/02/2016 23:05,20,1,100
4022,02/02/2016 23:10,20,1,100
4023,02/02/2016 23:15,12,1,100
4024,02/02/2016 23:20,11,1,100
4025,02/02/2016 23:25,10,1,100
4026,02/02/2016 23:30,26,1,100
4027,02/02/2016 23:35,12,1,100
4028,02/02/2016 23:40,6,1,100
4029,02/02/2016 23:45,22,1,100
4030,02/02/2016 23:50,20,1,100
4031,02/02/2016 23:55,11,1,100
4032,04/02/2016 0:00,7,1,100
4033,04/02/2016 0:05,10,1,100
4034,04/02/2016 0:10,8,1,100
4035,04/02/2016 0:15,9,1,100
4036,04/02/2016 0:20,11,1,100
4037,04/02/2016 0:25,5,1,100
4038,04/02/2016 0:30,9,1,100
4039,04/02/2016 0:35,7,1,100
4040,04/02/2016 0:40,5,1,100
4041,04/02/2016 0:45,10,1,100
4042,04/02/2016 0:50,13,1,100
4043,04/02/2016 0:55,4,1,100
4044,04/02/2016 1:00,8,1,100
4045,04/02/2016 1:05,6,1,100
4046,04/02/2016 1:10,9,1,100
4047,04/02/2016 1:15,4,1,100
4048,04/02/2016 1:20,3,1,100
4049,04/02/2016 1:25,4,1,100
4050,04/02/2016 1:30,3,1,100
4051,04/02/2016 1:35,8,1,100
4052,04/02/2016 1:40,6,1,100
4053,04/02/2016 1:45,4,1,100
4054,04/02/2016 1:50,4,1,100
4055,04/02/2016 1:55,3,1,100
4056,04/02/2016 2:00,3,1,100
4057,04/02/2016 2:05,4,1,100
4058,04/02/2016 2:10,4,1,100
4059,04/02/2016 2:15,2,1,100
4060,04/02/2016 2:20,3,1,100
4061,04/02/2016 2:25,3,1,100
4062,04/02/2016 2:30,5,1,100
4063,04/02/2016 2:35,4,1,100
4064,04/02/2016 2:40,4,1,100
4065,04/02/2016 2:45,2,1,100
4066,04/02/2016 2:50,7,1,100
4067,04/02/2016 2:55,1,1,100
4068,04/02/2016 3:00,3,1,100
4069,04/02/2016 3:05,5,1,100
4070,04/02/2016 3:10,3,1,100
4071,04/02/2016 3:15,3,1,100
4072,04/02/2016 3:20,8,1,100
4073,04/02/2016 3:25,4,1,100
4074,04/02/2016 3:30,6,1,100
4075,04/02/2016 3:35,10,1,100
4076,04/02/2016 3:40,9,1,100
4077,04/02/2016 3:45,8,1,100
4078,04/02/2016 3:50,9,1,100
4079,04/02/2016 3:55,9,1,100
4080,04/02/2016 4:00,10,1,100
4081,04/02/2016 4:05,10,1,100
4082,04/02/2016 4:10,8,1,100
4083,04/02/2016 4:15,7,1,100
4084,04/02/2016 4:20,13,1,100
4085,04/02/2016 4:25,8,1,100
4086,04/02/2016 4:30,22,1,100
4087,04/02/2016 4:35,29,1,100
4088,04/02/2016 4:40,32,1,100
4089,04/02/2016 4:45,42,1,100
4090,04/02/2016 4:50,41,1,100
4091,04/02/2016 4:55,48,1,100
4092,04/02/2016 5:00,37,1,100
4093,04/02/2016 5:05,43,1,100
4094,04/02/2016 5:10,74,1,100
4095,04/02/2016 5:15,58,1,100
4096,04/02/2016 5:20,62,1,100
4097,04/02/2016 5:25,64,1,100
4098,04/02/2016 5:30,60,1,100
4099,04/02/2016 5:35,81,1,100
4100,04/02/2016 5:40,87,1,100
4101,04/02/2016 5:45,113,1,100
4102,04/02/2016 5:50,106,1,100
4103,04/02/2016 5:55,103,1,100
4104,04/02/2016 6:00,97,1,100
4105,04/02/2016 6:05,97,1,100
4106,04/02/2016 6:10,98,1,100
4107,04/02/2016 6:15,134,1,100
4108,04/02/2016 6:20,142,1,100
4109,04/02/2016 6:25,146,1,100
4110,04/02/2016 6:30,151,1,100
4111,04/02/2016 6:35,163,1,100
4112,04/02/2016 6:40,175,1,100
4113,04/02/2016 6:45,197,1,100
4114,04/02/2016 6:50,157,1,100
4115,04/02/2016 6:55,136,1,100
4116,04/02/2016 7:00,153,1,100
4117,04/02/2016 7:05,119,1,100
4118,04/02/2016 7:10,124,1,100
4119,04/02/2016 7:15,111,1,100
4120,04/02/2016 7:20,98,1,100
4121,04/02/2016 7:25,91,1,100
4122,04/02/2016 7:30,83,1,100
4123,04/02/2016 7:35,80,1,100
4124,04/02/2016 7:40,83,1,100
4125,04/02/2016 7:45,69,1,100
4126,04/02/2016 7:50,73,1,100
4127,04/02/2016 7:55,71,1,100
4128,04/02/2016 8:00,62,1,100
4129,04/02/2016 8:05,78,1,100
4130,04/02/2016 8:10,89,1,100
4131,04/02/2016 8:15,68,1,100
4132,04/02/2016 8:20,78,1,100
4133,04/02/2016 8:25,84,1,100
4134,04/02/2016 8:30,75,1,100
4135,04/02/2016 8:35,67,1,100
4136,04/02/2016 8:40,74,1,100
4137,04/02/2016 8:45,67,1,100
4138,04/02/2016 8:50,76,1,100
4139,04/02/2016 8:55,60,1,100
4140,04/02/2016 9:00,81,1,100
4141,04/02/2016 9:05,78,1,100
4142,04/02/2016 9:10,98,1,100
4143,04/02/2016 9:15,107,1,100
4144,04/02/2016 9:20,104,1,100
4145,04/02/2016 9:25,116,1,100
4146,04/02/2016 9:30,120,1,100
4147,04/02/2016 9:35,117,1,100
4148,04/02/2016 9:40,125,1,100
4149,04/02/2016 9:45,98,1,100
4150,04/02/2016 9:50,107,1,100
4151,04/02/2016 9:55,107,1,100
4152,04/02/2016 10:00,115,1,100
4153,04/02/2016 10:05,98,1,100
4154,04/02/2016 10:10,108,1,100
4155,04/02/2016 10:15,121,1,100
4156,04/02/2016 10:20,123,1,100
4157,04/02/2016 10:25,111,1,100
4158,04/02/2016 10:30,108,1,100
4159,04/02/2016 10:35,105,1,100
4160,04/02/2016 10:40,114,1,100
4161,04/02/2016 10:45,114,1,100
4162,04/02/2016 10:50,105,1,100
